index,label
603,21
604,52
605,88
606,75
607,4
608,33
609,43
610,0
611,24
612,48
613,24
614,0
615,48
616,64
617,34
618,70
619,58
620,59
621,48
622,76
623,54
624,49
625,75
626,48
627,51
628,69
629,53
630,66
631,94
632,81
633,80
634,0
635,96
636,54
637,57
638,53
639,68
640,85
641,49
642,85
643,64
644,66
645,96
646,85
647,57
648,4
649,86
650,89
651,6
652,89
653,56
654,64
655,35
656,34
657,91
658,59
659,84
660,20
661,48
662,94
663,3
664,23
665,53
666,23
667,94
668,4
669,54
670,67
671,30
672,96
673,33
674,35
675,28
676,79
677,91
678,3
679,60
680,64
681,31
682,2
683,24
684,64
685,66
686,6
687,45
688,68
689,42
690,71
691,43
692,11
693,53
694,31
695,41
696,63
697,25
698,73
699,21
700,38
701,43
702,63
703,91
704,96
705,42
706,67
707,68
708,31
709,90
710,80
711,39
712,5
713,73
714,83
715,53
716,18
717,4
718,33
719,79
720,91
721,56
722,53
723,41
724,35
725,73
726,39
727,75
728,62
729,19
730,0
731,6
732,55
733,85
734,94
735,88
736,28
737,63
738,53
739,16
740,30
741,4
742,34
743,28
744,23
745,41
746,48
747,73
748,98
749,62
750,74
751,14
752,45
753,62
754,75
755,94
756,43
757,15
758,91
759,24
760,85
761,94
762,79
763,71
764,79
765,36
766,53
767,85
768,54
769,12
770,76
771,88
772,68
773,24
774,7
775,64
776,70
777,4
778,13
779,70
780,68
781,33
782,34
783,48
784,95
785,60
786,13
787,80
788,83
789,70
790,48
791,8
792,3
793,53
794,84
795,39
796,75
797,34
798,53
799,4
800,60
801,23
802,98
803,31
804,41
805,8
806,86
807,53
808,85
809,94
810,61
811,15
812,53
813,52
814,4
815,93
816,83
817,36
818,83
819,18
820,85
821,66
822,81
823,46
824,71
825,40
826,62
827,22
828,61
829,23
830,98
831,62
832,43
833,31
834,26
835,95
836,49
837,71
838,56
839,38
840,42
841,53
842,15
843,38
844,52
845,8
846,13
847,50
848,53
849,66
850,29
851,24
852,31
853,71
854,64
855,0
856,90
857,34
858,24
859,31
860,99
861,96
862,41
863,73
864,85
865,40
866,43
867,68
868,24
869,53
870,4
871,15
872,79
873,53
874,1
875,33
876,18
877,20
878,70
879,36
880,74
881,53
882,23
883,77
884,62
885,26
886,63
887,6
888,42
889,76
890,61
891,18
892,85
893,21
894,52
895,37
896,3
897,33
898,49
899,80
900,18
901,43
902,17
903,16
904,96
905,57
906,68
907,40
908,95
909,4
910,27
911,71
912,12
913,56
914,52
915,64
916,98
917,87
918,38
919,55
920,51
921,89
922,37
923,48
924,52
925,63
926,77
927,3
928,83
929,4
930,34
931,49
932,24
933,60
934,8
935,23
936,52
937,4
938,70
939,44
940,71
941,61
942,62
943,73
944,71
945,42
946,85
947,88
948,89
949,47
950,85
951,99
952,43
953,53
954,44
955,8
956,60
957,85
958,30
959,34
960,74
961,96
962,56
963,43
964,4
965,49
966,71
967,52
968,53
969,34
970,60
971,63
972,33
973,24
974,15
975,69
976,59
977,85
978,54
979,53
980,31
981,34
982,43
983,33
984,85
985,7
986,70
987,43
988,5
989,21
990,49
991,85
992,85
993,15
994,62
995,66
996,94
997,37
998,53
999,91
1000,25
1001,71
1002,94
1003,53
1004,89
1005,11
1006,24
1007,18
1008,30
1009,51
1010,62
1011,53
1012,25
1013,4
1014,70
1015,37
1016,37
1017,66
1018,36
1019,81
1020,67
1021,52
1022,77
1023,85
1024,71
1025,68
1026,37
1027,0
1028,21
1029,41
1030,48
1031,24
1032,33
1033,75
1034,37
1035,38
1036,29
1037,67
1038,3
1039,30
1040,86
1041,66
1042,53
1043,12
1044,43
1045,57
1046,79
1047,35
1048,8
1049,70
1050,24
1051,17
1052,4
1053,73
1054,20
1055,85
1056,85
1057,63
1058,85
1059,68
1060,70
1061,50
1062,15
1063,60
1064,60
1065,23
1066,23
1067,31
1068,81
1069,89
1070,24
1071,63
1072,43
1073,61
1074,12
1075,95
1076,81
1077,55
1078,24
1079,85
1080,78
1081,89
1082,53
1083,89
1084,94
1085,15
1086,0
1087,73
1088,68
1089,59
1090,24
1091,21
1092,85
1093,30
1094,81
1095,0
1096,48
1097,53
1098,40
1099,68
1100,18
1101,38
1102,3
1103,80
1104,76
1105,33
1106,40
1107,23
1108,63
1109,68
1110,0
1111,0
1112,53
1113,30
1114,20
1115,62
1116,41
1117,62
1118,40
1119,87
1120,21
1121,43
1122,57
1123,37
1124,84
1125,63
1126,35
1127,13
1128,85
1129,60
1130,16
1131,30
1132,47
1133,66
1134,63
1135,41
1136,0
1137,62
1138,36
1139,38
1140,8
1141,23
1142,57
1143,39
1144,52
1145,13
1146,38
1147,70
1148,52
1149,63
1150,87
1151,31
1152,35
1153,60
1154,66
1155,4
1156,79
1157,54
1158,52
1159,53
1160,26
1161,33
1162,88
1163,40
1164,67
1165,79
1166,86
1167,24
1168,85
1169,44
1170,52
1171,53
1172,54
1173,35
1174,59
1175,64
1176,3
1177,51
1178,57
1179,50
1180,72
1181,88
1182,14
1183,52
1184,64
1185,95
1186,63
1187,89
1188,37
1189,44
1190,66
1191,21
1192,33
1193,6
1194,48
1195,56
1196,45
1197,85
1198,52
1199,63
1200,34
1201,8
1202,31
1203,35
1204,11
1205,49
1206,11
1207,52
1208,28
1209,48
1210,63
1211,34
1212,91
1213,68
1214,62
1215,70
1216,85
1217,52
1218,13
1219,23
1220,80
1221,79
1222,80
1223,71
1224,34
1225,62
1226,31
1227,64
1228,36
1229,76
1230,59
1231,47
1232,21
1233,78
1234,77
1235,89
1236,54
1237,94
1238,84
1239,50
1240,44
1241,3
1242,85
1243,24
1244,24
1245,6
1246,28
1247,71
1248,34
1249,28
1250,46
1251,96
1252,31
1253,64
1254,42
1255,54
1256,48
1257,33
1258,54
1259,50
1260,89
1261,68
1262,61
1263,48
1264,8
1265,53
1266,38
1267,27
1268,59
1269,28
1270,46
1271,85
1272,56
1273,15
1274,40
1275,37
1276,74
1277,42
1278,62
1279,95
1280,60
1281,6
1282,8
1283,43
1284,55
1285,73
1286,41
1287,13
1288,8
1289,41
1290,44
1291,49
1292,21
1293,68
1294,35
1295,98
1296,59
1297,91
1298,95
1299,0
1300,64
1301,34
1302,4
1303,13
1304,11
1305,31
1306,33
1307,73
1308,0
1309,96
1310,35
1311,56
1312,74
1313,88
1314,89
1315,34
1316,52
1317,62
1318,68
1319,98
1320,34
1321,53
1322,60
1323,11
1324,8
1325,88
1326,24
1327,85
1328,48
1329,80
1330,70
1331,15
1332,18
1333,74
1334,12
1335,52
1336,31
1337,63
1338,54
1339,3
1340,20
1341,24
1342,42
1343,63
1344,53
1345,26
1346,40
1347,8
1348,25
1349,44
1350,62
1351,46
1352,34
1353,30
1354,71
1355,68
1356,68
1357,52
1358,68
1359,44
1360,0
1361,49
1362,94
1363,83
1364,76
1365,91
1366,34
1367,10
1368,53
1369,96
1370,48
1371,35
1372,89
1373,47
1374,50
1375,29
1376,43
1377,4
1378,73
1379,33
1380,53
1381,23
1382,68
1383,84
1384,52
1385,4
1386,4
1387,43
1388,82
1389,35
1390,33
1391,41
1392,54
1393,67
1394,8
1395,52
1396,8
1397,61
1398,89
1399,43
1400,33
1401,53
1402,35
1403,42
1404,48
1405,63
1406,38
1407,43
1408,7
1409,88
1410,48
1411,33
1412,49
1413,68
1414,30
1415,94
1416,33
1417,52
1418,74
1419,52
1420,46
1421,38
1422,24
1423,40
1424,96
1425,34
1426,33
1427,87
1428,87
1429,23
1430,87
1431,64
1432,77
1433,43
1434,24
1435,87
1436,91
1437,69
1438,9
1439,36
1440,59
1441,57
1442,7
1443,73
1444,35
1445,81
1446,4
1447,24
1448,63
1449,56
1450,21
1451,56
1452,34
1453,42
1454,91
1455,20
1456,62
1457,57
1458,60
1459,24
1460,24
1461,35
1462,16
1463,62
1464,48
1465,49
1466,56
1467,79
1468,40
1469,8
1470,94
1471,85
1472,62
1473,9
1474,33
1475,86
1476,14
1477,49
1478,66
1479,20
1480,24
1481,91
1482,2
1483,53
1484,2
1485,53
1486,43
1487,40
1488,85
1489,81
1490,85
1491,70
1492,89
1493,17
1494,54
1495,36
1496,79
1497,33
1498,34
1499,31
1500,48
1501,96
1502,66
1503,90
1504,34
1505,48
1506,6
1507,90
1508,94
1509,24
1510,15
1511,5
1512,30
1513,49
1514,9
1515,44
1516,85
1517,63
1518,14
1519,35
1520,33
1521,56
1522,21
1523,58
1524,84
1525,20
1526,54
1527,48
1528,86
1529,48
1530,85
1531,43
1532,66
1533,35
1534,23
1535,96
1536,12
1537,52
1538,89
1539,73
1540,45
1541,36
1542,62
1543,53
1544,47
1545,8
1546,63
1547,91
1548,85
1549,74
1550,31
1551,46
1552,33
1553,21
1554,71
1555,24
1556,74
1557,85
1558,66
1559,56
1560,53
1561,20
1562,76
1563,71
1564,7
1565,52
1566,96
1567,43
1568,85
1569,40
1570,42
1571,63
1572,35
1573,68
1574,96
1575,85
1576,49
1577,95
1578,62
1579,94
1580,71
1581,40
1582,52
1583,42
1584,16
1585,94
1586,4
1587,64
1588,69
1589,53
1590,14
1591,58
1592,24
1593,33
1594,35
1595,59
1596,52
1597,85
1598,53
1599,8
1600,59
1601,52
1602,37
1603,45
1604,68
1605,68
1606,99
1607,48
1608,62
1609,90
1610,36
1611,55
1612,24
1613,17
1614,12
1615,24
1616,48
1617,90
1618,44
1619,58
1620,42
1621,46
1622,98
1623,8
1624,4
1625,94
1626,63
1627,41
1628,39
1629,68
1630,70
1631,62
1632,21
1633,30
1634,52
1635,26
1636,52
1637,62
1638,34
1639,85
1640,96
1641,94
1642,23
1643,66
1644,71
1645,11
1646,70
1647,21
1648,24
1649,8
1650,53
1651,33
1652,20
1653,47
1654,34
1655,76
1656,48
1657,94
1658,34
1659,56
1660,67
1661,94
1662,85
1663,82
1664,85
1665,46
1666,59
1667,67
1668,41
1669,20
1670,49
1671,48
1672,21
1673,74
1674,8
1675,24
1676,85
1677,57
1678,31
1679,89
1680,57
1681,56
1682,61
1683,96
1684,85
1685,74
1686,21
1687,79
1688,74
1689,74
1690,91
1691,48
1692,27
1693,85
1694,85
1695,33
1696,63
1697,34
1698,55
1699,24
1700,9
1701,8
1702,53
1703,24
1704,79
1705,81
1706,62
1707,44
1708,79
1709,17
1710,75
1711,24
1712,92
1713,53
1714,22
1715,21
1716,73
1717,63
1718,52
1719,0
1720,85
1721,43
1722,95
1723,79
1724,96
1725,33
1726,62
1727,73
1728,96
1729,61
1730,61
1731,81
1732,85
1733,42
1734,31
1735,69
1736,89
1737,67
1738,0
1739,38
1740,87
1741,85
1742,78
1743,53
1744,30
1745,71
1746,21
1747,75
1748,71
1749,33
1750,30
1751,44
1752,42
1753,31
1754,89
1755,64
1756,89
1757,35
1758,48
1759,57
1760,43
1761,85
1762,43
1763,59
1764,20
1765,53
1766,61
1767,89
1768,67
1769,49
1770,49
1771,79
1772,44
1773,24
1774,96
1775,42
1776,52
1777,56
1778,11
1779,21
1780,33
1781,53
1782,33
1783,31
1784,58
1785,85
1786,87
1787,63
1788,42
1789,24
1790,89
1791,57
1792,0
1793,84
1794,82
1795,35
1796,38
1797,90
1798,53
1799,26
1800,31
1801,29
1802,68
1803,52
1804,89
1805,40
1806,92
1807,11
1808,40
1809,85
1810,87
1811,75
1812,48
1813,64
1814,67
1815,23
1816,69
1817,85
1818,62
1819,86
1820,33
1821,61
1822,94
1823,77
1824,70
1825,49
1826,71
1827,83
1828,49
1829,48
1830,52
1831,30
1832,49
1833,43
1834,48
1835,68
1836,79
1837,94
1838,3
1839,84
1840,56
1841,52
1842,94
1843,28
1844,30
1845,63
1846,53
1847,48
1848,35
1849,33
1850,71
1851,43
1852,49
1853,21
1854,62
1855,52
1856,52
1857,40
1858,12
1859,70
1860,71
1861,29
1862,24
1863,53
1864,89
1865,79
1866,28
1867,52
1868,40
1869,33
1870,53
1871,21
1872,34
1873,96
1874,40
1875,86
1876,60
1877,14
1878,53
1879,68
1880,63
1881,33
1882,35
1883,18
1884,62
1885,73
1886,91
1887,85
1888,9
1889,62
1890,23
1891,52
1892,24
1893,33
1894,75
1895,61
1896,24
1897,23
1898,69
1899,44
1900,85
1901,80
1902,52
1903,54
1904,60
1905,95
1906,59
1907,34
1908,31
1909,94
1910,40
1911,68
1912,77
1913,21
1914,21
1915,48
1916,68
1917,15
1918,54
1919,4
1920,74
1921,42
1922,96
1923,38
1924,7
1925,0
1926,43
1927,25
1928,24
1929,49
1930,33
1931,67
1932,9
1933,53
1934,91
1935,76
1936,2
1937,66
1938,20
1939,18
1940,49
1941,53
1942,18
1943,36
1944,41
1945,42
1946,31
1947,24
1948,36
1949,4
1950,49
1951,31
1952,24
1953,6
1954,55
1955,71
1956,95
1957,89
1958,38
1959,62
1960,73
1961,48
1962,60
1963,64
1964,38
1965,85
1966,53
1967,54
1968,41
1969,36
1970,39
1971,88
1972,95
1973,48
1974,95
1975,41
1976,8
1977,81
1978,98
1979,54
1980,85
1981,59
1982,22
1983,54
1984,8
1985,41
1986,71
1987,64
1988,30
1989,64
1990,79
1991,4
1992,28
1993,21
1994,42
1995,78
1996,64
1997,67
1998,68
1999,42
2000,4
2001,41
2002,66
2003,74
2004,60
2005,31
2006,0
2007,48
2008,73
2009,6
2010,61
2011,57
2012,70
2013,96
2014,50
2015,53
2016,16
2017,53
2018,62
2019,30
2020,6
2021,75
2022,24
2023,20
2024,49
2025,85
2026,94
2027,85
2028,57
2029,55
2030,56
2031,85
2032,52
2033,4
2034,70
2035,44
2036,37
2037,63
2038,61
2039,43
2040,73
2041,3
2042,79
2043,57
2044,23
2045,33
2046,63
2047,79
2048,88
2049,62
2050,59
2051,66
2052,67
2053,76
2054,95
2055,39
2056,79
2057,20
2058,53
2059,79
2060,71
2061,53
2062,5
2063,90
2064,35
2065,68
2066,48
2067,33
2068,91
2069,83
2070,20
2071,64
2072,70
2073,70
2074,34
2075,44
2076,73
2077,0
2078,31
2079,66
2080,58
2081,22
2082,8
2083,61
2084,59
2085,95
2086,24
2087,52
2088,22
2089,70
2090,38
2091,73
2092,21
2093,48
2094,41
2095,11
2096,21
2097,55
2098,48
2099,79
2100,75
2101,89
2102,77
2103,26
2104,7
2105,3
2106,48
2107,58
2108,9
2109,71
2110,18
2111,52
2112,55
2113,97
2114,59
2115,54
2116,79
2117,56
2118,28
2119,55
2120,71
2121,21
2122,68
2123,85
2124,11
2125,94
2126,34
2127,87
2128,27
2129,20
2130,66
2131,54
2132,94
2133,90
2134,34
2135,71
2136,38
2137,62
2138,76
2139,96
2140,34
2141,31
2142,74
2143,75
2144,52
2145,38
2146,64
2147,26
2148,48
2149,73
2150,56
2151,79
2152,94
2153,68
2154,3
2155,8
2156,2
2157,89
2158,18
2159,52
2160,43
2161,20
2162,61
2163,24
2164,71
2165,85
2166,17
2167,24
2168,34
2169,22
2170,51
2171,17
2172,80
2173,8
2174,26
2175,57
2176,57
2177,19
2178,85
2179,48
2180,21
2181,73
2182,90
2183,56
2184,75
2185,15
2186,23
2187,36
2188,4
2189,66
2190,34
2191,49
2192,51
2193,87
2194,51
2195,16
2196,68
2197,75
2198,25
2199,17
2200,78
2201,70
2202,24
2203,40
2204,54
2205,84
2206,3
2207,71
2208,73
2209,79
2210,66
2211,88
2212,20
2213,0
2214,74
2215,78
2216,57
2217,20
2218,73
2219,35
2220,6
2221,78
2222,6
2223,62
2224,19
2225,73
2226,73
2227,75
2228,4
2229,53
2230,94
2231,31
2232,78
2233,20
2234,62
2235,60
2236,68
2237,79
2238,0
2239,53
2240,57
2241,89
2242,48
2243,53
2244,73
2245,85
2246,28
2247,71
2248,79
2249,43
2250,37
2251,42
2252,68
2253,24
2254,72
2255,53
2256,27
2257,91
2258,69
2259,54
2260,56
2261,38
2262,48
2263,40
2264,34
2265,35
2266,79
2267,85
2268,75
2269,6
2270,47
2271,57
2272,98
2273,90
2274,62
2275,24
2276,3
2277,67
2278,31
2279,56
2280,95
2281,53
2282,4
2283,52
2284,49
2285,37
2286,68
2287,81
2288,62
2289,68
2290,2
2291,31
2292,0
2293,62
2294,61
2295,71
2296,12
2297,37
2298,68
2299,33
2300,34
2301,42
2302,86
2303,70
2304,71
2305,6
2306,52
2307,73
2308,40
2309,4
2310,82
2311,73
2312,42
2313,70
2314,82
2315,89
2316,45
2317,34
2318,5
2319,85
2320,49
2321,68
2322,71
2323,76
2324,24
2325,30
2326,73
2327,62
2328,70
2329,8
2330,23
2331,46
2332,96
2333,28
2334,62
2335,60
2336,34
2337,61
2338,73
2339,85
2340,4
2341,53
2342,91
2343,62
2344,38
2345,35
2346,49
2347,3
2348,94
2349,63
2350,76
2351,53
2352,86
2353,73
2354,69
2355,52
2356,63
2357,66
2358,46
2359,64
2360,52
2361,52
2362,85
2363,85
2364,3
2365,35
2366,89
2367,90
2368,94
2369,68
2370,8
2371,62
2372,37
2373,76
2374,34
2375,0
2376,17
2377,95
2378,22
2379,85
2380,41
2381,36
2382,57
2383,52
2384,8
2385,48
2386,41
2387,48
2388,57
2389,87
2390,29
2391,11
2392,60
2393,72
2394,61
2395,53
2396,45
2397,36
2398,10
2399,60
2400,70
2401,70
2402,42
2403,24
2404,73
2405,63
2406,62
2407,23
2408,59
2409,85
2410,70
2411,38
2412,61
2413,76
2414,53
2415,20
2416,68
2417,41
2418,12
2419,29
2420,65
2421,58
2422,88
2423,56
2424,66
2425,0
2426,24
2427,35
2428,4
2429,23
2430,62
2431,83
2432,94
2433,37
2434,21
2435,36
2436,53
2437,49
2438,18
2439,71
2440,44
2441,31
2442,30
2443,28
2444,73
2445,24
2446,62
2447,40
2448,95
2449,40
2450,30
2451,23
2452,34
2453,57
2454,83
2455,40
2456,31
2457,61
2458,49
2459,23
2460,41
2461,55
2462,34
2463,86
2464,24
2465,87
2466,38
2467,57
2468,3
2469,43
2470,48
2471,63
2472,56
2473,63
2474,71
2475,8
2476,75
2477,79
2478,33
2479,48
2480,3
2481,90
2482,49
2483,15
2484,85
2485,63
2486,79
2487,78
2488,0
2489,85
2490,8
2491,23
2492,81
2493,68
2494,61
2495,56
2496,66
2497,3
2498,50
2499,49
2500,23
2501,54
2502,80
2503,89
2504,60
2505,23
2506,52
2507,23
2508,41
2509,96
2510,9
2511,24
2512,0
2513,6
2514,37
2515,57
2516,62
2517,89
2518,3
2519,53
2520,31
2521,4
2522,67
2523,57
2524,71
2525,48
2526,73
2527,34
2528,81
2529,25
2530,62
2531,96
2532,30
2533,22
2534,64
2535,31
2536,65
2537,24
2538,71
2539,17
2540,33
2541,14
2542,66
2543,66
2544,66
2545,53
2546,66
2547,53
2548,78
2549,68
2550,11
2551,60
2552,11
2553,43
2554,31
2555,3
2556,3
2557,57
2558,85
2559,57
2560,62
2561,70
2562,74
2563,79
2564,31
2565,16
2566,85
2567,77
2568,4
2569,59
2570,33
2571,33
2572,89
2573,74
2574,30
2575,60
2576,20
2577,89
2578,24
2579,51
2580,34
2581,13
2582,57
2583,91
2584,49
2585,64
2586,20
2587,71
2588,60
2589,69
2590,66
2591,13
2592,73
2593,36
2594,52
2595,21
2596,4
2597,12
2598,63
2599,53
2600,31
2601,62
2602,85
2603,57
2604,53
2605,20
2606,21
2607,42
2608,35
2609,33
2610,70
2611,73
2612,52
2613,23
2614,4
2615,7
2616,75
2617,4
2618,13
2619,89
2620,75
2621,54
2622,63
2623,2
2624,85
2625,48
2626,67
2627,83
2628,52
2629,52
2630,45
2631,33
2632,89
2633,94
2634,91
2635,33
2636,81
2637,31
2638,40
2639,85
2640,91
2641,54
2642,81
2643,57
2644,52
2645,70
2646,21
2647,42
2648,0
2649,41
2650,78
2651,63
2652,91
2653,91
2654,21
2655,24
2656,61
2657,4
2658,63
2659,85
2660,40
2661,20
2662,48
2663,82
2664,79
2665,31
2666,43
2667,70
2668,22
2669,85
2670,48
2671,53
2672,59
2673,73
2674,8
2675,89
2676,57
2677,43
2678,61
2679,43
2680,91
2681,8
2682,63
2683,0
2684,41
2685,70
2686,57
2687,33
2688,20
2689,48
2690,90
2691,24
2692,27
2693,53
2694,61
2695,79
2696,71
2697,65
2698,85
2699,52
2700,49
2701,68
2702,63
2703,41
2704,79
2705,21
2706,75
2707,85
2708,58
2709,60
2710,12
2711,36
2712,68
2713,54
2714,88
2715,94
2716,68
2717,94
2718,77
2719,90
2720,7
2721,44
2722,56
2723,73
2724,52
2725,8
2726,89
2727,63
2728,13
2729,63
2730,94
2731,73
2732,40
2733,38
2734,96
2735,68
2736,16
2737,94
2738,64
2739,36
2740,56
2741,6
2742,80
2743,19
2744,49
2745,85
2746,32
2747,43
2748,52
2749,50
2750,44
2751,83
2752,53
2753,46
2754,80
2755,48
2756,34
2757,70
2758,81
2759,52
2760,34
2761,51
2762,43
2763,26
2764,80
2765,71
2766,53
2767,89
2768,19
2769,44
2770,85
2771,36
2772,73
2773,4
2774,42
2775,25
2776,75
2777,92
2778,63
2779,71
2780,22
2781,35
2782,62
2783,79
2784,35
2785,61
2786,40
2787,58
2788,57
2789,87
2790,4
2791,66
2792,69
2793,41
2794,95
2795,68
2796,34
2797,57
2798,61
2799,42
2800,59
2801,48
2802,85
2803,62
2804,70
2805,42
2806,58
2807,3
2808,12
2809,4
2810,60
2811,33
2812,61
2813,60
2814,62
2815,70
2816,35
2817,21
2818,18
2819,24
2820,27
2821,61
2822,9
2823,4
2824,83
2825,74
2826,66
2827,80
2828,97
2829,56
2830,49
2831,82
2832,37
2833,61
2834,31
2835,50
2836,50
2837,67
2838,52
2839,6
2840,40
2841,31
2842,43
2843,85
2844,48
2845,62
2846,64
2847,78
2848,46
2849,63
2850,68
2851,68
2852,79
2853,36
2854,53
2855,85
2856,82
2857,34
2858,40
2859,24
2860,79
2861,64
2862,80
2863,11
2864,3
2865,70
2866,87
2867,28
2868,85
2869,21
2870,57
2871,89
2872,63
2873,4
2874,64
2875,68
2876,8
2877,52
2878,28
2879,16
2880,70
2881,23
2882,48
2883,39
2884,80
2885,85
2886,63
2887,89
2888,70
2889,68
2890,53
2891,12
2892,33
2893,85
2894,53
2895,70
2896,16
2897,21
2898,48
2899,36
2900,3
2901,63
2902,57
2903,62
2904,4
2905,29
2906,14
2907,91
2908,71
2909,97
2910,85
2911,85
2912,23
2913,68
2914,64
2915,43
2916,80
2917,85
2918,53
2919,81
2920,63
2921,28
2922,94
2923,85
2924,38
2925,11
2926,20
2927,3
2928,87
2929,31
2930,78
2931,47
2932,30
2933,8
2934,2
2935,35
2936,85
2937,64
2938,62
2939,75
2940,63
2941,85
2942,29
2943,24
2944,23
2945,82
2946,85
2947,73
2948,43
2949,24
2950,23
2951,41
2952,31
2953,70
2954,71
2955,42
2956,89
2957,16
2958,73
2959,43
2960,0
2961,85
2962,96
2963,70
2964,79
2965,24
2966,74
2967,64
2968,41
2969,30
2970,91
2971,53
2972,62
2973,24
2974,49
2975,64
2976,67
2977,96
2978,23
2979,12
2980,64
2981,39
2982,76
2983,80
2984,97
2985,20
2986,37
2987,41
2988,0
2989,53
2990,38
2991,67
2992,13
2993,77
2994,46
2995,60
2996,91
2997,52
